"plot_id","species","height_class","count"
"6-5-43-78845","OTHER",11,0
"6-5-43-78845","OTHER",12,0
"6-5-43-78845","OTHER",13,0
"6-5-43-78845","OTHER",14,0
"6-5-43-78845","OTHER",15,0
"6-5-43-78845","OTHER",16,0
"6-5-43-78845","OTHER",17,0
"6-5-43-78845","OTHER",18,0
"6-5-43-78845","OTHER",19,0
"6-5-43-78845","OTHER",20,0
"6-5-43-78845","OTHER",21,0
"6-5-43-78845","OTHER",22,0
"6-5-43-78845","OTHER",23,0
"6-5-43-78845","OTHER",24,0
"6-5-43-78845","OTHER",25,0
"6-5-43-78845","OTHER",26,0
"6-5-43-78845","OTHER",27,0
"6-5-43-78845","OTHER",28,0
"6-5-43-78845","OTHER",29,0
"6-5-43-78845","OTHER",30,0
"6-5-43-78845","OTHER",31,0
"6-5-43-78845","OTHER",32,0
"6-5-43-78845","OTHER",33,0
"6-5-43-78845","OTHER",34,0
"6-5-43-78845","OTHER",35,0
"6-5-43-78845","OTHER",36,0
"6-5-43-78845","OTHER",37,0
"6-5-43-78845","OTHER",38,0
"6-5-43-78845","OTHER",39,0
"6-5-43-78845","OTHER",40,0
"6-5-43-78845","OTHER",41,0
"6-5-43-78845","OTHER",42,0
"6-5-43-78845","OTHER",43,0
"6-5-43-78845","OTHER",44,0
"6-5-43-78845","OTHER",45,0
"6-5-43-78845","OTHER",46,0
"6-5-43-78845","OTHER",47,0
"6-5-43-78845","OTHER",48,0
"6-5-43-78845","OTHER",49,0
"6-5-43-78845","OTHER",50,0
"6-5-43-78845","OTHER",51,0
"6-5-43-78845","OTHER",52,0
"6-5-43-78845","OTHER",53,0
"6-5-43-78845","OTHER",54,0
"6-5-43-78845","PILA",1,0
"6-5-43-78845","PILA",2,0
"6-5-43-78845","PILA",3,0
"6-5-43-78845","PILA",4,0
"6-5-43-78845","PILA",5,0
"6-5-43-78845","PILA",6,0
"6-5-43-78845","PILA",7,0
"6-5-43-78845","PILA",8,0
"6-5-43-78845","PILA",9,0
"6-5-43-78845","PILA",10,0
"6-5-43-78845","PILA",11,0
"6-5-43-78845","PILA",12,0
"6-5-43-78845","PILA",13,0
"6-5-43-78845","PILA",14,0
"6-5-43-78845","PILA",15,0
"6-5-43-78845","PILA",16,1
"6-5-43-78845","PILA",17,0
"6-5-43-78845","PILA",18,0
"6-5-43-78845","PILA",19,1
"6-5-43-78845","PILA",20,0
"6-5-43-78845","PILA",21,0
"6-5-43-78845","PILA",22,0
"6-5-43-78845","PILA",23,0
"6-5-43-78845","PILA",24,0
"6-5-43-78845","PILA",25,0
"6-5-43-78845","PILA",26,0
"6-5-43-78845","PILA",27,0
"6-5-43-78845","PILA",28,0
"6-5-43-78845","PILA",29,0
"6-5-43-78845","PILA",30,0
"6-5-43-78845","PILA",31,0
"6-5-43-78845","PILA",32,0
"6-5-43-78845","PILA",33,0
"6-5-43-78845","PILA",34,0
"6-5-43-78845","PILA",35,0
"6-5-43-78845","PILA",36,0
"6-5-43-78845","PILA",37,0
"6-5-43-78845","PILA",38,0
"6-5-43-78845","PILA",39,0
"6-5-43-78845","PILA",40,0
"6-5-43-78845","PILA",41,0
"6-5-43-78845","PILA",42,0
"6-5-43-78845","PILA",43,0
"6-5-43-78845","PILA",44,0
"6-5-43-78845","PILA",45,0
"6-5-43-78845","PILA",46,0
"6-5-43-78845","PILA",47,0
"6-5-43-78845","PILA",48,0
"6-5-43-78845","PILA",49,0
"6-5-43-78845","PILA",50,0
"6-5-43-78845","PILA",51,0
"6-5-43-78845","PILA",52,0
"6-5-43-78845","PILA",53,0
"6-5-43-78845","PILA",54,0
"6-5-43-78845","PIPO",1,0
"6-5-43-78845","PIPO",2,0
"6-5-43-78845","PIPO",3,0
"6-5-43-78845","PIPO",4,0
"6-5-43-78845","PIPO",5,0
"6-5-43-78845","PIPO",6,0
"6-5-43-78845","PIPO",7,0
"6-5-43-78845","PIPO",8,0
"6-5-43-78845","PIPO",9,0
"6-5-43-78845","PIPO",10,0
"6-5-43-78845","PIPO",11,0
"6-5-43-78845","PIPO",12,0
"6-5-43-78845","PIPO",13,0
"6-5-43-78845","PIPO",14,0
"6-5-43-78845","PIPO",15,0
"6-5-43-78845","PIPO",16,0
"6-5-43-78845","PIPO",17,0
"6-5-43-78845","PIPO",18,0
"6-5-43-78845","PIPO",19,0
"6-5-43-78845","PIPO",20,0
"6-5-43-78845","PIPO",21,0
"6-5-43-78845","PIPO",22,0
"6-5-43-78845","PIPO",23,0
"6-5-43-78845","PIPO",24,0
"6-5-43-78845","PIPO",25,0
"6-5-43-78845","PIPO",26,0
"6-5-43-78845","PIPO",27,0
"6-5-43-78845","PIPO",28,0
"6-5-43-78845","PIPO",29,0
"6-5-43-78845","PIPO",30,0
"6-5-43-78845","PIPO",31,0
"6-5-43-78845","PIPO",32,0
"6-5-43-78845","PIPO",33,0
"6-5-43-78845","PIPO",34,0
"6-5-43-78845","PIPO",35,0
"6-5-43-78845","PIPO",36,0
"6-5-43-78845","PIPO",37,0
"6-5-43-78845","PIPO",38,0
"6-5-43-78845","PIPO",39,0
"6-5-43-78845","PIPO",40,0
"6-5-43-78845","PIPO",41,0
"6-5-43-78845","PIPO",42,0
"6-5-43-78845","PIPO",43,0
"6-5-43-78845","PIPO",44,0
"6-5-43-78845","PIPO",45,0
"6-5-43-78845","PIPO",46,0
"6-5-43-78845","PIPO",47,0
"6-5-43-78845","PIPO",48,0
"6-5-43-78845","PIPO",49,0
"6-5-43-78845","PIPO",50,0
"6-5-43-78845","PIPO",51,0
"6-5-43-78845","PIPO",52,0
"6-5-43-78845","PIPO",53,0
"6-5-43-78845","PIPO",54,0
"6-5-43-78845","PSME",1,0
"6-5-43-78845","PSME",2,0
"6-5-43-78845","PSME",3,0
"6-5-43-78845","PSME",4,0
"6-5-43-78845","PSME",5,0
"6-5-43-78845","PSME",6,0
"6-5-43-78845","PSME",7,0
"6-5-43-78845","PSME",8,0
"6-5-43-78845","PSME",9,0
"6-5-43-78845","PSME",10,0
"6-5-43-78845","PSME",11,0
"6-5-43-78845","PSME",12,0
"6-5-43-78845","PSME",13,0
"6-5-43-78845","PSME",14,0
"6-5-43-78845","PSME",15,0
"6-5-43-78845","PSME",16,0
"6-5-43-78845","PSME",17,0
"6-5-43-78845","PSME",18,0
"6-5-43-78845","PSME",19,0
"6-5-43-78845","PSME",20,0
"6-5-43-78845","PSME",21,0
"6-5-43-78845","PSME",22,0
"6-5-43-78845","PSME",23,0
"6-5-43-78845","PSME",24,0
"6-5-43-78845","PSME",25,0
"6-5-43-78845","PSME",26,0
"6-5-43-78845","PSME",27,0
"6-5-43-78845","PSME",28,0
"6-5-43-78845","PSME",29,0
"6-5-43-78845","PSME",30,0
"6-5-43-78845","PSME",31,0
"6-5-43-78845","PSME",32,0
"6-5-43-78845","PSME",33,0
"6-5-43-78845","PSME",34,0
"6-5-43-78845","PSME",35,0
"6-5-43-78845","PSME",36,0
"6-5-43-78845","PSME",37,0
"6-5-43-78845","PSME",38,0
"6-5-43-78845","PSME",39,0
"6-5-43-78845","PSME",40,0
"6-5-43-78845","PSME",41,0
"6-5-43-78845","PSME",42,0
"6-5-43-78845","PSME",43,0
"6-5-43-78845","PSME",44,0
"6-5-43-78845","PSME",45,0
"6-5-43-78845","PSME",46,0
"6-5-43-78845","PSME",47,0
"6-5-43-78845","PSME",48,0
"6-5-43-78845","PSME",49,0
"6-5-43-78845","PSME",50,0
"6-5-43-78845","PSME",51,0
"6-5-43-78845","PSME",52,0
"6-5-43-78845","PSME",53,0
"6-5-43-78845","PSME",54,0
"6-5-43-78845","QUKE",1,0
"6-5-43-78845","QUKE",2,0
"6-5-43-78845","QUKE",3,0
"6-5-43-78845","QUKE",4,0
"6-5-43-78845","QUKE",5,0
"6-5-43-78845","QUKE",6,0
"6-5-43-78845","QUKE",7,0
"6-5-43-78845","QUKE",8,0
"6-5-43-78845","QUKE",9,0
"6-5-43-78845","QUKE",10,0
"6-5-43-78845","QUKE",11,0
"6-5-43-78845","QUKE",12,0
"6-5-43-78845","QUKE",13,0
"6-5-43-78845","QUKE",14,0
"6-5-43-78845","QUKE",15,0
"6-5-43-78845","QUKE",16,0
"6-5-43-78845","QUKE",17,0
"6-5-43-78845","QUKE",18,0
"6-5-43-78845","QUKE",19,0
"6-5-43-78845","QUKE",20,0
"6-5-43-78845","QUKE",21,0
"6-5-43-78845","QUKE",22,0
"6-5-43-78845","QUKE",23,0
"6-5-43-78845","QUKE",24,0
"6-5-43-78845","QUKE",25,0
"6-5-43-78845","QUKE",26,0
"6-5-43-78845","QUKE",27,0
"6-5-43-78845","QUKE",28,0
"6-5-43-78845","QUKE",29,0
"6-5-43-78845","QUKE",30,0
"6-5-43-78845","QUKE",31,0
"6-5-43-78845","QUKE",32,0
"6-5-43-78845","QUKE",33,0
"6-5-43-78845","QUKE",34,0
"6-5-43-78845","QUKE",35,0
"6-5-43-78845","QUKE",36,0
"6-5-43-78845","QUKE",37,0
"6-5-43-78845","QUKE",38,0
"6-5-43-78845","QUKE",39,0
"6-5-43-78845","QUKE",40,0
"6-5-43-78845","QUKE",41,0
"6-5-43-78845","QUKE",42,0
"6-5-43-78845","QUKE",43,0
"6-5-43-78845","QUKE",44,0
"6-5-43-78845","QUKE",45,0
"6-5-43-78845","QUKE",46,0
"6-5-43-78845","QUKE",47,0
"6-5-43-78845","QUKE",48,0
"6-5-43-78845","QUKE",49,0
"6-5-43-78845","QUKE",50,0
"6-5-43-78845","QUKE",51,0
"6-5-43-78845","QUKE",52,0
"6-5-43-78845","QUKE",53,0
"6-5-43-78845","QUKE",54,0
"6-5-29-65496","ABCO",1,0
"6-5-29-65496","ABCO",2,0
"6-5-29-65496","ABCO",3,0
"6-5-29-65496","ABCO",4,0
"6-5-29-65496","ABCO",5,0
"6-5-29-65496","ABCO",6,0
"6-5-29-65496","ABCO",7,0
"6-5-29-65496","ABCO",8,0
"6-5-29-65496","ABCO",9,0
"6-5-29-65496","ABCO",10,0
"6-5-29-65496","ABCO",11,0
"6-5-29-65496","ABCO",12,0
"6-5-29-65496","ABCO",13,0
"6-5-29-65496","ABCO",14,0
"6-5-29-65496","ABCO",15,1
"6-5-29-65496","ABCO",16,0
"6-5-29-65496","ABCO",17,0
"6-5-29-65496","ABCO",18,0
"6-5-29-65496","ABCO",19,0
"6-5-29-65496","ABCO",20,0
"6-5-29-65496","ABCO",21,0
"6-5-29-65496","ABCO",22,0
"6-5-29-65496","ABCO",23,0
"6-5-29-65496","ABCO",24,0
"6-5-29-65496","ABCO",25,0
"6-5-29-65496","ABCO",26,0
"6-5-29-65496","ABCO",27,0
"6-5-29-65496","ABCO",28,0
"6-5-29-65496","ABCO",29,0
"6-5-29-65496","ABCO",30,0
"6-5-29-65496","ABCO",31,0
"6-5-29-65496","ABCO",32,0
"6-5-29-65496","ABCO",33,0
"6-5-29-65496","ABCO",34,0
"6-5-29-65496","ABCO",35,0
"6-5-29-65496","ABCO",36,0
"6-5-29-65496","ABCO",37,0
"6-5-29-65496","ABCO",38,0
"6-5-29-65496","ABCO",39,0
"6-5-29-65496","ABCO",40,0
"6-5-29-65496","ABCO",41,0
"6-5-29-65496","ABCO",42,0
"6-5-29-65496","ABCO",43,0
"6-5-29-65496","ABCO",44,0
"6-5-29-65496","ABCO",45,0
"6-5-29-65496","ABCO",46,0
"6-5-29-65496","ABCO",47,0
"6-5-29-65496","ABCO",48,0
"6-5-29-65496","ABCO",49,0
"6-5-29-65496","ABCO",50,0
"6-5-29-65496","ABCO",51,0
"6-5-29-65496","ABCO",52,0
"6-5-29-65496","ABCO",53,0
"6-5-29-65496","ABCO",54,0
"6-5-29-65496","CADE27",1,4
"6-5-29-65496","CADE27",2,0
"6-5-29-65496","CADE27",3,0
"6-5-29-65496","CADE27",4,0
"6-5-29-65496","CADE27",5,1
"6-5-29-65496","CADE27",6,0
"6-5-29-65496","CADE27",7,0
"6-5-29-65496","CADE27",8,0
"6-5-29-65496","CADE27",9,0
"6-5-29-65496","CADE27",10,0
"6-5-29-65496","CADE27",11,0
"6-5-29-65496","CADE27",12,0
"6-5-29-65496","CADE27",13,0
"6-5-29-65496","CADE27",14,1
"6-5-29-65496","CADE27",15,0
"6-5-29-65496","CADE27",16,0
"6-5-29-65496","CADE27",17,0
"6-5-29-65496","CADE27",18,0
"6-5-29-65496","CADE27",19,0
"6-5-29-65496","CADE27",20,0
"6-5-29-65496","CADE27",21,0
"6-5-29-65496","CADE27",22,0
"6-5-29-65496","CADE27",23,0
"6-5-29-65496","CADE27",24,0
"6-5-29-65496","CADE27",25,0
"6-5-29-65496","CADE27",26,0
"6-5-29-65496","CADE27",27,0
"6-5-29-65496","CADE27",28,0
"6-5-29-65496","CADE27",29,0
"6-5-29-65496","CADE27",30,0
"6-5-29-65496","CADE27",31,0
"6-5-29-65496","CADE27",32,0
"6-5-29-65496","CADE27",33,0
"6-5-29-65496","CADE27",34,0
"6-5-29-65496","CADE27",35,0
"6-5-29-65496","CADE27",36,0
"6-5-29-65496","CADE27",37,0
"6-5-29-65496","CADE27",38,0
"6-5-29-65496","CADE27",39,0
"6-5-29-65496","CADE27",40,0
"6-5-29-65496","CADE27",41,0
"6-5-29-65496","CADE27",42,0
"6-5-29-65496","CADE27",43,0
"6-5-29-65496","CADE27",44,0
"6-5-29-65496","CADE27",45,0
"6-5-29-65496","CADE27",46,0
"6-5-29-65496","CADE27",47,0
"6-5-29-65496","CADE27",48,0
"6-5-29-65496","CADE27",49,0
"6-5-29-65496","CADE27",50,0
"6-5-29-65496","CADE27",51,0
"6-5-29-65496","CADE27",52,0
"6-5-29-65496","CADE27",53,0
"6-5-29-65496","CADE27",54,0
"6-5-29-65496","OTHER",1,0
"6-5-29-65496","OTHER",2,0
"6-5-29-65496","OTHER",3,0
"6-5-29-65496","OTHER",4,0
"6-5-29-65496","OTHER",5,0
"6-5-29-65496","OTHER",6,0
"6-5-29-65496","OTHER",7,0
"6-5-29-65496","OTHER",8,0
"6-5-29-65496","OTHER",9,0
"6-5-29-65496","OTHER",10,0
"6-5-29-65496","OTHER",11,0
"6-5-29-65496","OTHER",12,0
"6-5-29-65496","OTHER",13,0
"6-5-29-65496","OTHER",14,0
"6-5-29-65496","OTHER",15,0
"6-5-29-65496","OTHER",16,0
"6-5-29-65496","OTHER",17,0
"6-5-29-65496","OTHER",18,0
"6-5-29-65496","OTHER",19,0
"6-5-29-65496","OTHER",20,0
"6-5-29-65496","OTHER",21,0
"6-5-29-65496","OTHER",22,0
"6-5-29-65496","OTHER",23,0
"6-5-29-65496","OTHER",24,0
"6-5-29-65496","OTHER",25,0
"6-5-29-65496","OTHER",26,0
"6-5-29-65496","OTHER",27,0
"6-5-29-65496","OTHER",28,0
"6-5-29-65496","OTHER",29,0
"6-5-29-65496","OTHER",30,0
"6-5-29-65496","OTHER",31,0
"6-5-29-65496","OTHER",32,0
"6-5-29-65496","OTHER",33,0
"6-5-29-65496","OTHER",34,0
"6-5-29-65496","OTHER",35,0
"6-5-29-65496","OTHER",36,0
"6-5-29-65496","OTHER",37,0
"6-5-29-65496","OTHER",38,0
"6-5-29-65496","OTHER",39,0
"6-5-29-65496","OTHER",40,0
"6-5-29-65496","OTHER",41,0
"6-5-29-65496","OTHER",42,0
"6-5-29-65496","OTHER",43,0
"6-5-29-65496","OTHER",44,0
"6-5-29-65496","OTHER",45,0
"6-5-29-65496","OTHER",46,0
"6-5-29-65496","OTHER",47,0
"6-5-29-65496","OTHER",48,0
"6-5-29-65496","OTHER",49,0
"6-5-29-65496","OTHER",50,0
"6-5-29-65496","OTHER",51,0
"6-5-29-65496","OTHER",52,0
"6-5-29-65496","OTHER",53,0
"6-5-29-65496","OTHER",54,0
"6-5-29-65496","PILA",1,0
"6-5-29-65496","PILA",2,0
"6-5-29-65496","PILA",3,0
"6-5-29-65496","PILA",4,0
"6-5-29-65496","PILA",5,0
"6-5-29-65496","PILA",6,0
"6-5-29-65496","PILA",7,0
"6-5-29-65496","PILA",8,0
"6-5-29-65496","PILA",9,0
"6-5-29-65496","PILA",10,0
"6-5-29-65496","PILA",11,0
"6-5-29-65496","PILA",12,0
"6-5-29-65496","PILA",13,0
"6-5-29-65496","PILA",14,0
"6-5-29-65496","PILA",15,0
"6-5-29-65496","PILA",16,0
"6-5-29-65496","PILA",17,0
"6-5-29-65496","PILA",18,0
"6-5-29-65496","PILA",19,0
"6-5-29-65496","PILA",20,0
"6-5-29-65496","PILA",21,0
"6-5-29-65496","PILA",22,0
"6-5-29-65496","PILA",23,0
"6-5-29-65496","PILA",24,0
"6-5-29-65496","PILA",25,0
"6-5-29-65496","PILA",26,0
"6-5-29-65496","PILA",27,0
"6-5-29-65496","PILA",28,0
"6-5-29-65496","PILA",29,0
"6-5-29-65496","PILA",30,0
"6-5-29-65496","PILA",31,0
"6-5-29-65496","PILA",32,0
"6-5-29-65496","PILA",33,0
"6-5-29-65496","PILA",34,0
"6-5-29-65496","PILA",35,0
"6-5-29-65496","PILA",36,0
"6-5-29-65496","PILA",37,0
"6-5-29-65496","PILA",38,0
"6-5-29-65496","PILA",39,0
"6-5-29-65496","PILA",40,0
"6-5-29-65496","PILA",41,0
"6-5-29-65496","PILA",42,0
"6-5-29-65496","PILA",43,0
"6-5-29-65496","PILA",44,0
"6-5-29-65496","PILA",45,0
"6-5-29-65496","PILA",46,0
"6-5-29-65496","PILA",47,0
"6-5-29-65496","PILA",48,0
"6-5-29-65496","PILA",49,0
"6-5-29-65496","PILA",50,0
"6-5-29-65496","PILA",51,0
"6-5-29-65496","PILA",52,0
"6-5-29-65496","PILA",53,0
"6-5-29-65496","PILA",54,0
"6-5-29-65496","PIPO",1,0
"6-5-29-65496","PIPO",2,0
"6-5-29-65496","PIPO",3,0
"6-5-29-65496","PIPO",4,0
"6-5-29-65496","PIPO",5,0
"6-5-29-65496","PIPO",6,0
"6-5-29-65496","PIPO",7,0
"6-5-29-65496","PIPO",8,0
"6-5-29-65496","PIPO",9,0
"6-5-29-65496","PIPO",10,0
"6-5-29-65496","PIPO",11,0
"6-5-29-65496","PIPO",12,0
"6-5-29-65496","PIPO",13,0
"6-5-29-65496","PIPO",14,0
"6-5-29-65496","PIPO",15,0
"6-5-29-65496","PIPO",16,0
"6-5-29-65496","PIPO",17,0
"6-5-29-65496","PIPO",18,0
"6-5-29-65496","PIPO",19,0
"6-5-29-65496","PIPO",20,0
"6-5-29-65496","PIPO",21,0
"6-5-29-65496","PIPO",22,0
"6-5-29-65496","PIPO",23,0
"6-5-29-65496","PIPO",24,0
"6-5-29-65496","PIPO",25,0
"6-5-29-65496","PIPO",26,0
"6-5-29-65496","PIPO",27,0
"6-5-29-65496","PIPO",28,0
"6-5-29-65496","PIPO",29,0
"6-5-29-65496","PIPO",30,0
"6-5-29-65496","PIPO",31,0
"6-5-29-65496","PIPO",32,0
"6-5-29-65496","PIPO",33,0
"6-5-29-65496","PIPO",34,0
"6-5-29-65496","PIPO",35,0
"6-5-29-65496","PIPO",36,0
"6-5-29-65496","PIPO",37,0
"6-5-29-65496","PIPO",38,0
"6-5-29-65496","PIPO",39,0
"6-5-29-65496","PIPO",40,0
"6-5-29-65496","PIPO",41,0
"6-5-29-65496","PIPO",42,0
"6-5-29-65496","PIPO",43,0
"6-5-29-65496","PIPO",44,0
"6-5-29-65496","PIPO",45,0
"6-5-29-65496","PIPO",46,0
"6-5-29-65496","PIPO",47,0
"6-5-29-65496","PIPO",48,0
"6-5-29-65496","PIPO",49,0
"6-5-29-65496","PIPO",50,0
"6-5-29-65496","PIPO",51,0
"6-5-29-65496","PIPO",52,0
"6-5-29-65496","PIPO",53,0
"6-5-29-65496","PIPO",54,0
"6-5-29-65496","PSME",1,0
"6-5-29-65496","PSME",2,0
"6-5-29-65496","PSME",3,0
"6-5-29-65496","PSME",4,0
"6-5-29-65496","PSME",5,0
"6-5-29-65496","PSME",6,0
"6-5-29-65496","PSME",7,0
"6-5-29-65496","PSME",8,0
"6-5-29-65496","PSME",9,0
"6-5-29-65496","PSME",10,0
"6-5-29-65496","PSME",11,0
"6-5-29-65496","PSME",12,0
"6-5-29-65496","PSME",13,0
"6-5-29-65496","PSME",14,0
"6-5-29-65496","PSME",15,0
"6-5-29-65496","PSME",16,0
"6-5-29-65496","PSME",17,0
"6-5-29-65496","PSME",18,0
"6-5-29-65496","PSME",19,0
"6-5-29-65496","PSME",20,0
"6-5-29-65496","PSME",21,0
"6-5-29-65496","PSME",22,0
"6-5-29-65496","PSME",23,0
"6-5-29-65496","PSME",24,0
"6-5-29-65496","PSME",25,0
"6-5-29-65496","PSME",26,0
"6-5-29-65496","PSME",27,0
"6-5-29-65496","PSME",28,0
"6-5-29-65496","PSME",29,0
"6-5-29-65496","PSME",30,0
"6-5-29-65496","PSME",31,0
"6-5-29-65496","PSME",32,0
"6-5-29-65496","PSME",33,0
"6-5-29-65496","PSME",34,0
"6-5-29-65496","PSME",35,0
"6-5-29-65496","PSME",36,0
"6-5-29-65496","PSME",37,0
"6-5-29-65496","PSME",38,0
"6-5-29-65496","PSME",39,0
"6-5-29-65496","PSME",40,0
"6-5-29-65496","PSME",41,0
"6-5-29-65496","PSME",42,0
"6-5-29-65496","PSME",43,0
"6-5-29-65496","PSME",44,0
"6-5-29-65496","PSME",45,0
"6-5-29-65496","PSME",46,0
"6-5-29-65496","PSME",47,0
"6-5-29-65496","PSME",48,0
"6-5-29-65496","PSME",49,0
"6-5-29-65496","PSME",50,0
"6-5-29-65496","PSME",51,0
"6-5-29-65496","PSME",52,0
"6-5-29-65496","PSME",53,0
"6-5-29-65496","PSME",54,0
"6-5-29-65496","QUKE",1,0
"6-5-29-65496","QUKE",2,0
"6-5-29-65496","QUKE",3,0
"6-5-29-65496","QUKE",4,0
"6-5-29-65496","QUKE",5,0
"6-5-29-65496","QUKE",6,0
"6-5-29-65496","QUKE",7,0
"6-5-29-65496","QUKE",8,0
"6-5-29-65496","QUKE",9,0
"6-5-29-65496","QUKE",10,0
"6-5-29-65496","QUKE",11,0
"6-5-29-65496","QUKE",12,0
"6-5-29-65496","QUKE",13,0
"6-5-29-65496","QUKE",14,0
"6-5-29-65496","QUKE",15,0
"6-5-29-65496","QUKE",16,0
"6-5-29-65496","QUKE",17,0
"6-5-29-65496","QUKE",18,0
"6-5-29-65496","QUKE",19,0
"6-5-29-65496","QUKE",20,0
"6-5-29-65496","QUKE",21,0
"6-5-29-65496","QUKE",22,0
"6-5-29-65496","QUKE",23,0
"6-5-29-65496","QUKE",24,0
"6-5-29-65496","QUKE",25,0
"6-5-29-65496","QUKE",26,0
"6-5-29-65496","QUKE",27,0
"6-5-29-65496","QUKE",28,0
"6-5-29-65496","QUKE",29,0
"6-5-29-65496","QUKE",30,0
"6-5-29-65496","QUKE",31,0
"6-5-29-65496","QUKE",32,0
"6-5-29-65496","QUKE",33,0
"6-5-29-65496","QUKE",34,0
"6-5-29-65496","QUKE",35,0
"6-5-29-65496","QUKE",36,0
"6-5-29-65496","QUKE",37,0
"6-5-29-65496","QUKE",38,0
"6-5-29-65496","QUKE",39,0
"6-5-29-65496","QUKE",40,0
"6-5-29-65496","QUKE",41,0
"6-5-29-65496","QUKE",42,0
"6-5-29-65496","QUKE",43,0
"6-5-29-65496","QUKE",44,0
